Ticker,Company Type,Error,QOQ Revenue Growth (%),QOQ Revenue Ascending,YOY Revenue Growth (%),YOY Revenue Ascending,QOQ Profit before tax Growth (%),QOQ Profit before tax Ascending,YOY Profit before tax Growth (%),YOY Profit before tax Ascending,QOQ Net Profit Growth (%),QOQ Net Profit Ascending,YOY Net Profit Growth (%),YOY Net Profit Ascending,QOQ EPS in Rs Growth (%),QOQ EPS in Rs Ascending,YOY EPS in Rs Growth (%),YOY EPS in Rs Ascending
GLAXO,Non-Finance,None,6.85,FAIL,7.38,PASS,14.75,FAIL,25.84,FAIL,14.69,FAIL,26.93,FAIL,14.65,FAIL,26.9,FAIL
APLAPOLLO,Non-Finance,None,3.73,FAIL,13.14,PASS,85.33,FAIL,5.74,FAIL,88.28,FAIL,8.72,PASS,88.67,FAIL,8.71,PASS
MAXHEALTH,Non-Finance,None,7.44,PASS,24.24,PASS,9.74,FAIL,15.65,PASS,12.57,FAIL,-1.23,FAIL,12.5,FAIL,-1.28,FAIL
TDPOWERSYS,Non-Finance,None,8.5,FAIL,21.28,PASS,15.18,PASS,33.91,PASS,14.89,PASS,34.98,PASS,14.54,PASS,34.88,PASS
UNITDSPR,Non-Finance,None,4.0,FAIL,6.64,PASS,-4.1,FAIL,30.08,PASS,-1.93,FAIL,18.7,PASS,-1.93,FAIL,18.1,PASS
FEDERALBNK,Finance,None,1.89,FAIL,25.78,PASS,1.3,FAIL,14.81,PASS,3.19,FAIL,15.15,PASS,2.63,FAIL,6.42,PASS
RCF,Non-Finance,None,5.4,FAIL,-10.12,FAIL,158.3,FAIL,-30.37,FAIL,177.01,FAIL,-29.47,FAIL,175.99,FAIL,-29.41,FAIL
JPPOWER,Non-Finance,None,-6.51,FAIL,-1.19,FAIL,-24.53,FAIL,226.23,FAIL,-18.44,FAIL,868.91,FAIL,-17.54,FAIL,871.18,FAIL
TATAELXSI,Non-Finance,None,6.55,PASS,17.07,PASS,13.47,PASS,138.89,PASS,12.7,PASS,142.26,PASS,12.85,PASS,140.19,PASS
ROLEXRINGS,Non-Finance,None,-6.15,FAIL,0.39,FAIL,18.23,FAIL,-11.55,FAIL,15.72,FAIL,-14.77,FAIL,17.02,FAIL,-14.8,FAIL
ZENTEC,Non-Finance,None,23.84,FAIL,111.14,PASS,35.84,FAIL,138.31,PASS,37.71,FAIL,145.0,PASS,31.22,FAIL,143.42,PASS
SHAREINDIA,Non-Finance,None,-15.07,FAIL,17.01,FAIL,-28.66,FAIL,2.61,FAIL,-30.1,FAIL,2.85,FAIL,-33.01,FAIL,-11.25,FAIL
ZYDUSWELL,Non-Finance,None,16.65,FAIL,9.8,PASS,495.82,FAIL,13.71,FAIL,869.81,FAIL,8.05,FAIL,806.39,FAIL,7.99,FAIL
HAL,Non-Finance,None,50.26,PASS,7.4,PASS,61.41,PASS,31.67,PASS,58.87,FAIL,20.26,PASS,58.87,FAIL,20.26,PASS
ELECON,Non-Finance,None,28.19,PASS,20.79,PASS,27.12,PASS,35.24,PASS,26.15,PASS,33.08,PASS,26.13,PASS,33.27,PASS
GARFIBRES,Non-Finance,None,10.68,FAIL,8.84,PASS,22.95,FAIL,17.6,PASS,20.36,FAIL,16.23,PASS,20.76,FAIL,17.54,PASS
RAINBOW,Non-Finance,None,4.92,FAIL,13.68,PASS,23.18,FAIL,8.24,PASS,22.48,FAIL,7.38,PASS,22.95,FAIL,7.53,PASS
PNBHOUSING,Finance,None,3.51,PASS,8.37,PASS,8.82,PASS,35.4,PASS,8.39,PASS,36.28,PASS,8.41,PASS,36.17,PASS
TRENT,Non-Finance,None,1.29,FAIL,44.31,PASS,-1.35,FAIL,126.84,PASS,-1.06,FAIL,139.37,PASS,-0.97,FAIL,119.17,PASS
MAHABANK,Finance,None,4.65,PASS,25.32,PASS,4.58,PASS,28.86,PASS,5.08,PASS,46.21,PASS,2.19,FAIL,36.99,PASS
SJVN,Non-Finance,None,21.15,FAIL,3.04,FAIL,218.76,FAIL,-11.06,FAIL,147.45,FAIL,-11.21,FAIL,141.92,FAIL,-11.09,FAIL
MINDACORP,Non-Finance,None,1.15,FAIL,7.3,PASS,-0.22,FAIL,10.61,PASS,-2.13,FAIL,0.32,FAIL,-2.12,FAIL,0.28,FAIL
COROMANDEL,Non-Finance,None,7.47,FAIL,-8.18,FAIL,31.66,FAIL,2.84,FAIL,34.71,FAIL,3.37,FAIL,34.6,FAIL,3.61,FAIL
SUNPHARMA,Non-Finance,None,0.9,FAIL,9.46,PASS,-1.57,FAIL,20.94,PASS,-8.0,FAIL,13.49,PASS,-7.75,FAIL,13.56,PASS
PAGEIND,Non-Finance,None,-4.5,FAIL,2.45,FAIL,0.87,FAIL,14.62,FAIL,1.1,FAIL,13.88,FAIL,1.04,FAIL,13.87,FAIL
WABAG,Non-Finance,None,23.41,PASS,5.91,FAIL,24.77,FAIL,928.77,PASS,23.38,PASS,1095.36,PASS,23.19,FAIL,904.85,PASS
IIFLCAPS,Non-Finance,None,-5.57,FAIL,35.7,PASS,-11.22,FAIL,67.86,PASS,-8.76,FAIL,72.09,PASS,-8.98,FAIL,70.64,PASS
RAIN,Non-Finance,None,-2.65,FAIL,-7.31,FAIL,1735.88,FAIL,-28.33,PASS,72.24,FAIL,-21.84,PASS,35.0,FAIL,-20.63,PASS
LTF,Non-Finance,None,2.12,FAIL,11.65,PASS,-4.19,FAIL,46.25,PASS,-2.28,FAIL,32.46,PASS,-2.33,FAIL,28.01,PASS
KPIGREEN,Non-Finance,None,18.3,PASS,64.22,PASS,15.34,PASS,78.02,PASS,16.61,PASS,73.95,PASS,11.77,FAIL,57.09,PASS
CARBORUNIV,Non-Finance,None,0.56,FAIL,2.56,PASS,24.42,FAIL,-7.97,FAIL,-29.14,FAIL,-14.75,FAIL,-27.94,FAIL,-12.7,FAIL
KSB,Non-Finance,None,-1.61,FAIL,7.37,PASS,-6.43,FAIL,10.47,PASS,-6.62,FAIL,10.51,PASS,-6.81,FAIL,10.66,PASS
NAVA,Non-Finance,None,-3.96,FAIL,6.28,PASS,-13.75,FAIL,12.73,PASS,-11.13,FAIL,8.48,PASS,-12.02,FAIL,-5.15,FAIL
PRESTIGE,Non-Finance,None,-6.14,FAIL,-1.95,FAIL,-27.64,FAIL,-1.8,FAIL,-26.58,FAIL,1.2,FAIL,-15.91,FAIL,-6.38,FAIL
BSOFT,Non-Finance,None,0.03,FAIL,6.39,PASS,-13.53,FAIL,40.74,FAIL,-13.31,FAIL,40.05,FAIL,-13.4,FAIL,39.76,FAIL
NETWEB,Non-Finance,None,41.93,PASS,60.7,PASS,41.32,PASS,56.44,PASS,44.02,PASS,55.85,PASS,41.83,PASS,48.07,PASS
TARIL,Non-Finance,None,28.47,PASS,24.36,FAIL,68.34,PASS,178.8,PASS,69.84,PASS,185.74,PASS,72.81,PASS,179.5,PASS
LALPATHLAB,Non-Finance,None,0.36,FAIL,10.46,PASS,2.76,FAIL,35.28,PASS,18.43,FAIL,43.06,PASS,18.72,FAIL,42.77,PASS
AURIONPRO,Non-Finance,None,7.68,PASS,33.42,PASS,3.16,FAIL,35.83,PASS,4.27,PASS,35.83,PASS,5.04,PASS,25.73,PASS
TECHM,Non-Finance,None,0.97,FAIL,-0.26,FAIL,11.35,FAIL,12.68,FAIL,13.17,FAIL,13.39,FAIL,14.66,FAIL,14.29,FAIL
JKIL,Non-Finance,None,8.56,PASS,16.38,PASS,9.53,PASS,19.61,PASS,9.52,PASS,19.46,PASS,9.63,PASS,19.41,PASS
CASTROLIND,Non-Finance,None,0.76,FAIL,3.76,PASS,2.01,FAIL,4.05,PASS,2.04,FAIL,4.56,PASS,1.99,FAIL,4.56,PASS
SONACOMS,Non-Finance,None,-0.91,FAIL,15.18,PASS,4.41,PASS,25.38,PASS,4.96,PASS,23.48,PASS,3.08,FAIL,20.15,PASS
DEEPAKFERT,Non-Finance,None,5.91,FAIL,-2.52,FAIL,5.91,PASS,6.97,FAIL,11.7,PASS,22.11,FAIL,12.45,PASS,23.77,FAIL
JKPAPER,Non-Finance,None,-0.43,FAIL,2.17,PASS,-13.71,FAIL,-39.86,FAIL,-13.22,FAIL,-34.92,FAIL,-13.52,FAIL,-34.83,FAIL
HERITGFOOD,Non-Finance,None,0.49,FAIL,13.03,PASS,-11.51,FAIL,77.38,PASS,-13.13,FAIL,80.09,PASS,-13.23,FAIL,80.21,PASS
BATAINDIA,Non-Finance,None,5.6,FAIL,0.66,PASS,34.57,FAIL,4.49,FAIL,38.41,FAIL,6.87,FAIL,38.83,FAIL,6.99,FAIL
NFL,Non-Finance,None,5.32,FAIL,-16.42,FAIL,94.21,FAIL,4.16,FAIL,-18.11,FAIL,2.04,FAIL,-23.71,FAIL,1.84,FAIL
POLYCAB,Non-Finance,None,15.25,FAIL,26.04,PASS,23.67,PASS,26.35,PASS,24.39,PASS,27.0,PASS,24.62,PASS,26.52,PASS
EXIDEIND,Non-Finance,None,-0.5,FAIL,7.01,PASS,-0.47,FAIL,1.85,FAIL,-2.59,FAIL,-1.05,FAIL,-2.59,FAIL,-1.4,FAIL
MTARTECH,Non-Finance,None,15.06,FAIL,8.79,PASS,97.05,FAIL,-24.61,FAIL,115.57,FAIL,-25.49,FAIL,98.21,FAIL,-25.75,FAIL
PIDILITIND,Non-Finance,None,-2.45,FAIL,5.53,PASS,-8.51,FAIL,28.37,PASS,-8.48,FAIL,27.75,PASS,-8.66,FAIL,27.89,PASS
GRAPHITE,Non-Finance,None,-1.0,FAIL,-10.24,FAIL,-236.56,FAIL,86.98,FAIL,-153.98,FAIL,130.71,FAIL,-159.64,FAIL,131.34,FAIL
GULFOILLUB,Non-Finance,None,2.24,FAIL,10.03,PASS,3.49,FAIL,23.95,PASS,3.85,FAIL,24.33,PASS,2.73,FAIL,24.35,PASS
BALKRISIND,Non-Finance,None,0.82,FAIL,3.75,FAIL,-5.74,FAIL,23.97,PASS,-5.87,FAIL,25.84,PASS,-5.9,FAIL,25.81,PASS
JSFB,Finance,None,0.91,FAIL,23.94,PASS,-3.8,FAIL,46.5,FAIL,-6.01,FAIL,68.25,FAIL,-5.95,FAIL,0.71,FAIL
RESPONIND,Non-Finance,None,6.02,PASS,21.03,PASS,3.28,FAIL,268.19,PASS,4.3,FAIL,297.22,PASS,4.23,FAIL,294.07,PASS
VINATIORGA,Non-Finance,None,7.96,FAIL,5.14,FAIL,14.52,FAIL,0.4,FAIL,15.02,FAIL,1.24,FAIL,15.03,FAIL,0.94,FAIL
GICRE,Non-Finance,None,3.92,FAIL,0.06,FAIL,-0.96,FAIL,6.48,FAIL,-7.62,FAIL,4.58,FAIL,-7.6,FAIL,4.59,FAIL
3MINDIA,Non-Finance,None,0.4,FAIL,2.87,FAIL,3.77,FAIL,16.77,PASS,3.79,FAIL,17.04,PASS,3.76,FAIL,17.07,PASS
UNOMINDA,Non-Finance,None,5.99,FAIL,22.22,PASS,13.12,FAIL,21.71,PASS,11.78,FAIL,21.26,PASS,10.82,FAIL,20.73,PASS
ACE,Non-Finance,None,2.17,FAIL,22.4,PASS,4.98,FAIL,52.76,PASS,5.57,FAIL,54.1,PASS,5.31,FAIL,54.92,PASS
POLICYBZR,Non-Finance,None,14.32,PASS,39.58,PASS,42.45,FAIL,144.06,PASS,54.56,FAIL,169.22,PASS,54.36,FAIL,152.96,PASS
SUDARSCHEM,Non-Finance,None,-3.83,FAIL,9.5,PASS,-44.07,FAIL,310.23,FAIL,-48.66,FAIL,313.19,FAIL,-48.67,FAIL,315.48,FAIL
TITAN,Non-Finance,None,5.23,FAIL,22.12,PASS,10.65,FAIL,1.03,FAIL,10.12,FAIL,1.12,FAIL,10.13,FAIL,1.51,FAIL
TATACONSUM,Non-Finance,None,1.99,FAIL,13.09,PASS,7.24,FAIL,-0.34,FAIL,9.2,FAIL,-1.01,FAIL,8.66,FAIL,2.14,FAIL
ISGEC,Non-Finance,None,-6.58,FAIL,1.24,FAIL,-10.64,FAIL,14.57,PASS,-13.23,FAIL,12.48,PASS,-15.03,FAIL,13.19,PASS
GHCL,Non-Finance,None,-1.99,FAIL,-15.96,FAIL,1.48,FAIL,-24.54,FAIL,0.11,FAIL,-25.94,FAIL,0.26,FAIL,-25.98,FAIL
MAZDOCK,Non-Finance,None,2.31,FAIL,20.48,PASS,10.53,FAIL,59.41,PASS,8.99,FAIL,57.56,PASS,9.02,FAIL,57.57,PASS
GLENMARK,Non-Finance,None,0.21,FAIL,7.38,PASS,-33.16,FAIL,91.87,FAIL,-32.13,FAIL,-326.69,FAIL,-32.13,FAIL,-387.57,FAIL
PETRONET,Non-Finance,None,-2.77,FAIL,-7.64,FAIL,1.01,FAIL,10.55,PASS,1.26,FAIL,9.3,PASS,1.26,FAIL,9.29,PASS
ABCAPITAL,Non-Finance,None,13.37,FAIL,16.01,PASS,12.49,FAIL,-6.19,FAIL,8.12,FAIL,-14.78,FAIL,8.13,FAIL,-17.84,FAIL
CANBK,Finance,None,2.59,PASS,19.35,PASS,6.98,PASS,26.88,PASS,7.97,PASS,25.31,PASS,8.0,PASS,25.27,PASS
GRSE,Non-Finance,None,17.86,PASS,40.79,PASS,52.66,PASS,51.93,PASS,53.87,PASS,52.1,PASS,53.78,PASS,52.13,PASS
IOB,Finance,None,5.31,PASS,20.48,PASS,28.38,PASS,39.54,PASS,19.05,PASS,27.05,PASS,18.9,PASS,25.92,PASS
CHALET,Non-Finance,None,13.3,PASS,23.43,PASS,28.46,PASS,29.94,FAIL,-156.61,FAIL,1.5,FAIL,-156.58,FAIL,-0.16,FAIL
STAR,Non-Finance,None,3.09,FAIL,11.27,PASS,8.91,FAIL,-3004.91,PASS,8.81,FAIL,-1991.66,PASS,5.92,FAIL,-2620.32,PASS
ZEEL,Non-Finance,None,1.07,FAIL,1.41,FAIL,22.61,FAIL,103.28,PASS,23.41,FAIL,288.01,PASS,23.5,FAIL,287.48,PASS
CHENNPETRO,Non-Finance,None,3.7,FAIL,-11.77,FAIL,675.82,FAIL,-58.2,FAIL,585.73,FAIL,-57.24,FAIL,591.19,FAIL,-57.24,FAIL
ALOKINDS,Non-Finance,None,-1.37,FAIL,-26.92,FAIL,-14.51,FAIL,-4.0,PASS,-14.04,FAIL,-3.7,PASS,-14.25,FAIL,-3.74,PASS
FINCABLES,Non-Finance,None,-5.15,FAIL,7.05,PASS,0.83,FAIL,19.28,PASS,1.37,FAIL,17.98,PASS,1.43,FAIL,17.96,PASS
AADHARHFC,Finance,None,5.33,PASS,23.38,PASS,7.23,PASS,30.06,PASS,7.11,PASS,29.61,PASS,6.69,PASS,24.47,PASS
INDIGOPNTS,Non-Finance,None,7.97,FAIL,N/A,N/A,35.61,FAIL,N/A,N/A,34.48,FAIL,N/A,N/A,34.53,FAIL,N/A,N/A
NAZARA,Non-Finance,None,29.77,FAIL,12.35,PASS,inf,FAIL,-4.47,FAIL,inf,FAIL,-2.52,FAIL,62.9,FAIL,33.35,PASS
HDFCBANK,Finance,None,2.1,PASS,42.35,PASS,4.05,PASS,25.1,PASS,3.99,FAIL,27.01,PASS,4.44,FAIL,6.0,PASS
TATASTEEL,Non-Finance,None,0.91,FAIL,-5.23,FAIL,-0.04,FAIL,-469.88,FAIL,76.19,FAIL,-162.72,FAIL,75.27,FAIL,-163.35,FAIL
IDEA,Non-Finance,None,1.6,FAIL,1.16,PASS,-4.15,FAIL,-2.28,FAIL,-4.18,FAIL,-2.05,FAIL,-12.42,FAIL,-12.46,FAIL
BIOCON,Non-Finance,None,8.87,PASS,17.74,PASS,59.97,FAIL,46.87,PASS,189.93,FAIL,55.98,PASS,300.92,FAIL,60.18,FAIL
HFCL,Non-Finance,None,-11.29,FAIL,-7.41,FAIL,-73.75,FAIL,-23.43,FAIL,-82.64,FAIL,-21.26,FAIL,-81.19,FAIL,-20.62,FAIL
ALKEM,Non-Finance,None,4.9,FAIL,4.96,PASS,29.46,FAIL,39.25,PASS,33.29,FAIL,50.58,PASS,34.31,FAIL,51.19,PASS
HNDFDS,Non-Finance,None,2.47,FAIL,17.7,PASS,5.3,FAIL,19.5,PASS,6.06,FAIL,24.63,PASS,4.47,FAIL,21.79,PASS
LAURUSLABS,Non-Finance,None,13.2,PASS,-3.19,FAIL,211.84,PASS,13.18,FAIL,189.79,PASS,20.71,FAIL,192.08,PASS,21.57,FAIL
SWANENERGY,Non-Finance,None,18.98,FAIL,129.06,PASS,820.79,FAIL,-465.92,PASS,347.46,FAIL,-499.1,PASS,463.91,FAIL,-320.58,PASS
HSCL,Non-Finance,None,-1.81,FAIL,5.27,PASS,7.79,PASS,72.71,PASS,8.06,PASS,62.66,PASS,8.32,PASS,51.01,PASS
GANESHHOUC,Non-Finance,None,5.62,FAIL,26.19,PASS,14.26,PASS,93.84,PASS,14.33,PASS,190.84,PASS,14.43,PASS,190.42,PASS
NCC,Non-Finance,None,3.86,FAIL,20.26,PASS,9.09,FAIL,15.88,PASS,8.28,FAIL,15.92,PASS,9.16,FAIL,16.04,PASS
SOBHA,Non-Finance,None,20.29,FAIL,4.27,FAIL,69.28,FAIL,-15.02,FAIL,101.22,FAIL,-14.2,FAIL,99.21,FAIL,-14.35,FAIL
ENTERO,Non-Finance,None,9.72,PASS,20.5,PASS,44.64,PASS,-390.28,PASS,11.78,PASS,-160.57,PASS,7.04,FAIL,-0.75,PASS
GRINDWELL,Non-Finance,None,0.2,FAIL,5.2,PASS,-0.31,FAIL,0.69,FAIL,0.23,FAIL,1.35,FAIL,0.02,FAIL,1.05,FAIL
HEG,Non-Finance,None,-0.99,FAIL,-6.29,FAIL,57.76,FAIL,-50.57,FAIL,22.86,FAIL,-52.25,FAIL,23.66,FAIL,-52.28,FAIL
JSWINFRA,Non-Finance,None,8.58,FAIL,18.36,PASS,33.88,FAIL,51.86,PASS,23.11,FAIL,42.9,PASS,23.61,FAIL,34.36,PASS
GESHIP,Non-Finance,None,-6.66,FAIL,-3.18,FAIL,-21.09,FAIL,-1.57,FAIL,-21.61,FAIL,-4.41,FAIL,-21.61,FAIL,-4.4,FAIL
BLS,Non-Finance,None,13.04,PASS,20.69,PASS,8.71,FAIL,66.08,PASS,7.2,FAIL,62.72,PASS,6.82,FAIL,58.89,PASS
PNGJL,Non-Finance,None,2.3,FAIL,30.99,PASS,39.92,FAIL,58.57,PASS,39.27,FAIL,52.69,PASS,34.91,FAIL,10.06,FAIL
TATAMOTORS,Non-Finance,None,3.67,FAIL,13.49,PASS,16.05,FAIL,380.96,PASS,25.2,FAIL,535.46,FAIL,24.22,FAIL,589.74,FAIL
GODREJPROP,Non-Finance,None,51.85,FAIL,48.48,PASS,29.59,FAIL,49.04,PASS,16.97,FAIL,53.12,PASS,14.69,FAIL,52.57,PASS
BIKAJI,Non-Finance,None,3.7,FAIL,15.52,PASS,0.73,FAIL,36.24,FAIL,0.8,FAIL,33.57,FAIL,5.13,FAIL,34.2,FAIL
TIMETECHNO,Non-Finance,None,0.31,FAIL,12.11,PASS,2.21,FAIL,30.05,PASS,4.04,FAIL,30.19,PASS,4.12,FAIL,30.27,PASS
SONATSOFTW,Non-Finance,None,2.98,FAIL,16.78,PASS,2.26,FAIL,0.87,FAIL,0.64,FAIL,3.06,FAIL,0.54,FAIL,2.94,FAIL
TBOTEK,Non-Finance,None,2.38,FAIL,27.75,PASS,-0.58,FAIL,25.8,PASS,-0.1,FAIL,25.12,PASS,-0.07,FAIL,24.64,PASS
JKLAKSHMI,Non-Finance,None,-3.99,FAIL,-2.64,FAIL,-192.46,FAIL,-2.36,FAIL,-200.59,FAIL,-6.11,FAIL,-233.18,FAIL,-5.33,FAIL
RITES,Non-Finance,None,8.19,PASS,-8.12,FAIL,20.56,FAIL,-14.55,FAIL,17.8,FAIL,-13.83,FAIL,20.74,FAIL,-15.73,FAIL
FORCEMOT,Non-Finance,None,8.34,FAIL,27.24,PASS,92.41,FAIL,113.53,PASS,93.28,FAIL,148.0,PASS,93.03,FAIL,148.37,PASS
ITC,Non-Finance,None,0.72,FAIL,3.11,FAIL,71.98,FAIL,29.64,PASS,97.32,FAIL,37.73,PASS,98.85,FAIL,37.79,PASS
ITDCEM,Non-Finance,None,2.28,FAIL,34.73,PASS,8.16,FAIL,69.74,PASS,7.96,FAIL,77.67,PASS,7.75,FAIL,78.28,PASS
NTPC,Non-Finance,None,1.17,FAIL,3.35,PASS,15.39,FAIL,16.04,PASS,15.52,FAIL,18.44,PASS,14.21,FAIL,17.82,PASS
MPHASIS,Non-Finance,None,2.74,PASS,1.7,FAIL,3.26,PASS,2.23,FAIL,3.28,PASS,2.19,FAIL,3.18,PASS,1.74,FAIL
ANANTRAJ,Non-Finance,None,4.7,PASS,46.94,PASS,10.74,PASS,57.92,PASS,9.48,PASS,69.54,PASS,9.27,PASS,61.91,PASS
GPPL,Non-Finance,None,2.05,FAIL,3.82,FAIL,16.83,FAIL,9.45,PASS,22.28,FAIL,5.8,PASS,22.56,FAIL,5.83,PASS
TEAMLEASE,Non-Finance,None,3.56,FAIL,19.06,PASS,26.49,PASS,-0.39,FAIL,26.43,PASS,-0.88,FAIL,18.95,PASS,-0.16,FAIL
NH,Non-Finance,None,3.41,FAIL,10.08,PASS,3.46,FAIL,11.75,PASS,-0.81,FAIL,15.14,PASS,-0.66,FAIL,15.13,PASS
TTML,Non-Finance,None,6.69,PASS,N/A,N/A,64.76,FAIL,N/A,N/A,64.04,FAIL,N/A,N/A,62.96,FAIL,N/A,N/A
TCS,Non-Finance,None,0.99,FAIL,6.42,PASS,0.38,FAIL,7.16,PASS,0.55,FAIL,7.41,PASS,0.54,FAIL,7.96,PASS
AUBANK,N/A,Quarterly CSV file not found for AUBANK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JAICORPLTD,Non-Finance,None,1.09,FAIL,-6.49,FAIL,-15.02,FAIL,679.72,PASS,-15.7,FAIL,-221.29,PASS,-14.89,FAIL,-229.99,PASS
LUPIN,Non-Finance,None,0.41,FAIL,16.86,PASS,-2.86,FAIL,152.02,PASS,-0.8,FAIL,201.45,PASS,-1.04,FAIL,207.83,PASS
TIIL,Non-Finance,None,2.8,PASS,11.93,PASS,-5.6,FAIL,-3.21,FAIL,-3.45,FAIL,-4.3,FAIL,-2.9,FAIL,-4.15,FAIL
ACI,Non-Finance,None,18.83,PASS,-14.72,FAIL,46.1,FAIL,-32.07,FAIL,49.35,FAIL,-32.96,FAIL,50.21,FAIL,-33.01,FAIL
JSWENERGY,Non-Finance,None,6.18,FAIL,6.71,PASS,33.19,FAIL,6.85,PASS,48.82,FAIL,15.76,PASS,41.86,FAIL,11.53,PASS
COLPAL,N/A,Invalid or empty quarterly CSV data for COLPAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MUTHOOTFIN,Finance,None,7.93,PASS,30.4,PASS,5.53,PASS,21.49,PASS,6.52,PASS,20.76,PASS,8.29,PASS,21.52,PASS
GODREJCP,Non-Finance,None,2.76,FAIL,3.88,PASS,-0.02,FAIL,579.39,FAIL,-2.32,FAIL,-281.54,FAIL,-2.32,FAIL,-281.69,FAIL
ESCORTS,Non-Finance,None,-2.26,FAIL,10.37,PASS,3.11,FAIL,37.14,PASS,1.81,FAIL,42.63,PASS,1.45,FAIL,57.91,PASS
VIPIND,Non-Finance,None,-8.06,FAIL,2.42,FAIL,-406.31,FAIL,-139.55,FAIL,-287.88,FAIL,-146.13,FAIL,-290.99,FAIL,-145.37,FAIL
RHIM,Non-Finance,None,2.82,FAIL,18.28,FAIL,-58.64,FAIL,-79.23,PASS,-53.64,FAIL,-43.27,PASS,-53.92,FAIL,-44.52,PASS
OIL,Non-Finance,None,3.31,FAIL,-4.81,FAIL,-5.13,FAIL,-13.01,FAIL,-8.07,FAIL,-14.15,FAIL,-9.61,FAIL,-12.01,FAIL
COALINDIA,Non-Finance,None,2.3,FAIL,1.84,PASS,3.81,FAIL,4.51,FAIL,1.88,FAIL,6.13,FAIL,1.83,FAIL,6.14,FAIL
TARC,Non-Finance,None,21.3,FAIL,-71.0,FAIL,23.93,FAIL,-99.06,FAIL,6.34,FAIL,-176.92,FAIL,7.07,FAIL,-173.42,FAIL
AARTIPHARM,Non-Finance,None,1.61,FAIL,4.7,FAIL,17.15,FAIL,17.64,PASS,17.82,PASS,18.89,PASS,17.78,FAIL,18.83,PASS
KALYANKJIL,Non-Finance,None,4.84,FAIL,33.42,PASS,8.55,FAIL,29.81,PASS,9.11,FAIL,28.88,PASS,8.87,FAIL,28.79,PASS
MAHSCOOTER,Non-Finance,None,619.28,FAIL,-7.35,FAIL,-29.73,FAIL,5.55,PASS,1107.61,FAIL,4.79,PASS,1031.61,FAIL,4.8,PASS
ITDC,Non-Finance,None,11.79,FAIL,8.08,PASS,32.08,FAIL,11.73,FAIL,20.83,FAIL,16.24,PASS,21.3,FAIL,15.04,PASS
BHEL,Non-Finance,None,18.05,PASS,10.43,PASS,56.57,PASS,70.47,FAIL,50.15,PASS,16.24,FAIL,50.87,PASS,15.99,FAIL
ANGELONE,Non-Finance,None,-8.4,FAIL,32.47,PASS,-9.09,FAIL,16.08,PASS,-8.97,FAIL,15.3,PASS,-9.02,FAIL,11.24,FAIL
DCMSHRIRAM,Non-Finance,None,0.71,FAIL,2.58,FAIL,77.6,FAIL,-10.24,FAIL,82.4,FAIL,-7.9,FAIL,82.68,FAIL,-7.88,FAIL
HONASA,Non-Finance,None,-0.47,FAIL,18.13,PASS,-118.88,FAIL,-121.52,FAIL,-129.4,FAIL,-103.87,FAIL,-130.02,FAIL,-84.01,FAIL
JYOTICNC,Non-Finance,None,1.3,FAIL,35.24,PASS,0.06,FAIL,1321.43,PASS,1.76,FAIL,-1508.34,PASS,1.98,FAIL,-197.96,PASS
TATACHEM,Non-Finance,None,-2.31,FAIL,-5.81,FAIL,557.13,FAIL,-51.48,FAIL,22.0,FAIL,-46.58,FAIL,-30.79,FAIL,-50.39,FAIL
MFSL,Non-Finance,None,6.25,FAIL,24.02,FAIL,-44.61,FAIL,-6.77,FAIL,-35.42,FAIL,-5.25,FAIL,-35.26,FAIL,-6.98,FAIL
NLCINDIA,Non-Finance,None,5.3,FAIL,-1.01,FAIL,6.99,FAIL,34.23,PASS,3.77,FAIL,38.14,PASS,2.91,FAIL,37.07,PASS
USHAMART,Non-Finance,None,2.86,FAIL,3.2,FAIL,0.28,FAIL,8.35,FAIL,-0.34,FAIL,8.28,FAIL,-0.47,FAIL,8.59,FAIL
ELGIEQUIP,Non-Finance,None,-0.48,FAIL,5.47,PASS,2.21,FAIL,-5.61,FAIL,3.82,FAIL,-6.03,FAIL,3.46,FAIL,-5.92,FAIL
STLTECH,Non-Finance,None,-2.66,FAIL,-23.97,FAIL,19.69,FAIL,2.54,FAIL,22.42,FAIL,-14.55,FAIL,21.97,FAIL,-19.64,FAIL
GLAND,Non-Finance,None,0.56,FAIL,27.71,FAIL,10.18,FAIL,0.61,FAIL,10.04,FAIL,-5.3,FAIL,9.99,FAIL,-5.35,FAIL
NEULANDLAB,Non-Finance,None,-6.31,FAIL,12.82,FAIL,9.8,FAIL,35.97,FAIL,23.41,FAIL,34.8,FAIL,23.41,FAIL,35.1,FAIL
SWSOLAR,Non-Finance,None,42.68,PASS,79.13,PASS,83.51,PASS,-140.09,PASS,130.81,PASS,-111.4,PASS,150.1,PASS,-111.82,PASS
BECTORFOOD,Non-Finance,None,6.77,FAIL,16.08,PASS,1.15,FAIL,28.75,PASS,1.37,FAIL,28.85,PASS,-0.21,FAIL,27.61,FAIL
RATEGAIN,Non-Finance,None,2.94,PASS,40.7,PASS,4.61,FAIL,111.15,PASS,5.06,FAIL,76.96,PASS,4.66,FAIL,67.92,PASS
